,승인번호,차변계정과목,차변금액,적요,거래처명,프로젝트명,사용부서명,귀속월,본부명,,차변계정과목,1 월,2 월,3 월,4 월,5 월,6 월,계,검증,좌 합계,"  1,201,262,073 "
2026-04-06,44,[6190000]지급임차료,"432,900","03월스타리아4WD11인승전체:￦36,122,940)/60회중55회차",현대캐피탈,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-06,48,[6140000]통신비,"35,000",미디어아트센터외고객용인터넷사용료,(주)케이티,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-07,25,[6110000]복리후생비,"16,800",직원 격려 음료,나이스정보통신,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-07,20,[6310000]지급수수료,"10,000",카카오톡 채널 QR 홍보 ,토스페이먼츠(주),마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-07,17,[6300000]소모품비,"18,818",04월목장팀/후문오르막길 차량진입통제진입금지이정표포맥스1개제작,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-07,20,[6310000]지급수수료,"10,000",카카오톡 채널 QR 홍보 ,토스페이먼츠(주),목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-07,20,[6310000]지급수수료,"10,000",카카오톡 채널 QR 홍보 ,토스페이먼츠(주),미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-07,22,[1460000]상품,"263,454",04월얼룩말카페판매용상품[완구류]구입,네이버파이낸셜주식회사,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-07,23,[1460000]상품,"20,181",04월얼룩말카페판매용상품[비누방울]구입,아리아퍼니처,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-08,17,[6290000]사무용품비,"222,910",04월Activity/화이트보드외14종구매,아리아퍼니처,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-09,23,[6300000]소모품비,"48,000",04월목장팀/새끼양초유구매,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-10,53,[6210000]보험료,"15,000",2026년 [혁신바우처 지원사업] 이행(지급)보증보험증권가입/~27.03.31일,서울보증보험(주),디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-10,37,[6190000]지급임차료,"27,509",정수기렌탈료/목장유아휴게실1대,웅진코웨이(주),목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-11,8,[6110000]복리후생비,"22,729",실무담당 현안 협의 식대,동천칼국수,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-11,7,[6300000]소모품비,"90,909",어린이날 이벤트 홍보 ,토스페이먼츠(주),마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-11,7,[6310000]지급수수료,"90,909",어린이날 이벤트 홍보 ,토스페이먼츠(주),미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-12,8,[1460000]상품,"171,236","04월미디어/뮤지엄카페판매용음료핫바60개,코카콜라48개,뽀로로밀크48개,코코팜48개보성홍차아이스48개",아리아퍼니처,미디어아트센터_뮤지엄카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-13,23,[6120000]여비교통비,"97,431",현장 답사 쥬유비,해찬주유소,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-13,15,[6160000]전력비,"781,039",마운틴파워룸,한국전력공사,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-13,15,[6160000]전력비,"952,492",마운틴하우스,한국전력공사,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-13,15,[6160000]전력비,"2,504,018",목장,한국전력공사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-13,15,[6160000]전력비,0,미니골프,한국전력공사,미니골프,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-13,15,[6160000]전력비,"6,378,840",미디어아트,한국전력공사,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-13,15,[6160000]전력비,"416,967",썸머랜드,한국전력공사,썸머랜드,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-13,15,[6160000]전력비,0,회전그네,한국전력공사,회전그네,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-14,17,[6300000]소모품비,"5,690",04월목장팀/리틀팜이전개수대부착시트지구매,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-14,22,[6300000]소모품비,"181,818",5월 벨포레홀 공연 홍보 및 패밀리 4종 패스 배너 ,토스페이먼츠(주),미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-14,25,[6300000]소모품비,"33,636",04월/미디어뮤지엄카페/신메뉴개발원재료테스트용구매,아리아퍼니처,미디어아트센터_뮤지엄카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,12,[6190000]지급임차료,"18,000",방향기렌탈/놀이동산2대,더 퍼퓸코리아(주),놀이동산,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,29,[6420000]판매촉진비,"2,504,000","26년가정의달패키지[세종시]아파트영상광고(2026,04,15-05,14)1개월",인라이프,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,9,[6190000]지급임차료,"60,000",AED제세동기렌탈료/마운틴카트상부,(주)에스원청주,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,12,[6190000]지급임차료,"18,000",방향기렌탈/매표소2대,더 퍼퓸코리아(주),마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,9,[6190000]지급임차료,"60,000",AED제세동기렌탈료/목장,(주)에스원청주,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,12,[6190000]지급임차료,"36,000",방향기렌탈/목장4대,더 퍼퓸코리아(주),목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,9,[6190000]지급임차료,"60,000",AED제세동기렌탈료/미디어아트,(주)에스원청주,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,10,[6310000]지급수수료,"341,000",에스원출입통제서비스용역료_미디어센터,(주)에스원청주,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,12,[6190000]지급임차료,"18,000",방향기렌탈/미디어아트센터2대,더 퍼퓸코리아(주),미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,24,[1460000]상품,"272,790",04월미디어/기프트샵판매용장난감구매버블다이노비눗방울외13종,토스페이먼츠(주),미디어아트센터_기프트샵,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,25,[1460000]상품,"42,609",04월미디어/뮤지엄카페핫바60개,아리아퍼니처,미디어아트센터_뮤지엄카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,36,[1460000]상품,"254,545",04월미디어/뮤지엄카페캐릭터풍선10개입10개구매,아리아퍼니처,미디어아트센터_뮤지엄카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,23,[6300000]소모품비,"-29,000",04월예약운영팀/어린이날슬라임체험시일회용수저외2종구매),네이버파이낸셜주식회사,예약운영팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-15,9,[6190000]지급임차료,"60,000",AED제세동기렌탈료/회전그네,(주)에스원청주,회전그네,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-16,26,[6300000]소모품비,"119,545",04월Activity/마리나클럽/고객휴식용의자5개,네이버파이낸셜주식회사,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-16,26,[6300000]소모품비,"119,545",04월목장팀/고객휴식용의자5개,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-16,22,[6300000]소모품비,"50,000",어린이날 어린이 공연 이벤트 현수막,토스페이먼츠(주),미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-16,25,[6300000]소모품비,"18,255",04월미디어/소모품종이컵위생장갑구매,한국정보통신（주）,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-16,30,[6290000]사무용품비,"131,380",04월미디어아트사무실사무용품구입/A4코팅필름지외2,아리아퍼니처,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-16,24,[6300000]소모품비,"46,909",04월얼룩말카페/POP아크릴판4개,한국정보통신（주）,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-16,28,[6300000]소모품비,"328,181",04월얼룩말카페/소모품커피클리너외4종구매,네이버파이낸셜주식회사,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-16,29,[1460000]상품,"66,336",04월얼룩말카페/판매용상품애플주소24캐모마일20개입5개,한국정보통신（주）,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-17,16,[6420000]판매촉진비,"96,000","26년가정의달패키지[증평군]아파트영상광고(2026,04,21-05,20)1개월",인라이프,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-17,21,[6300000]소모품비,"34,545",04월레저사업본부/카카오톡채널오픈QR코드포맥스제작,네이버파이낸셜주식회사,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-17,23,[6110000]복리후생비,"27,278",레져 본부 현안 협의 후 식대,증평　시골생고기,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-17,24,[6110000]복리후생비,"81,818",레져 본부 현안 협의 후 식대,증평　시골생고기,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-17,25,[6110000]복리후생비,"28,364",팀장 미팅 식대,블랙스톤벨포레,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-17,20,[6300000]소모품비,"225,700",04월Activity/마운틴카트어린이날이벤트물품초콜릿외8종,한국정보통신（주）,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-17,14,[6300000]소모품비,"178,181",04월목장팀/리틀팜이전으로개수대설치 ,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-17,19,[1460000]상품,"89,000",04월미디어뮤지엄카페/판매용상품팥빙수원재료일체,한국정보통신（주）,미디어아트센터_뮤지엄카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-18,6,[6300000]소모품비,"152,727",04월Actvity/마운틴카트고객용일회용우생모자100개입60개,네이버파이낸셜주식회사,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-18,10,[6300000]소모품비,"1,021,364",04월미니포렛안내방송스피커구입35개,한국정보통신（주）,미니포렛,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-19,6,[6110000]복리후생비,"96,364",5월 성수기 대비 부서 간담회,주식회사　다복（청춘,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-20,46,[6110000]복리후생비,"21,819",주간 업무 점검 워킹 런치,원산대반점,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-20,36,[6300000]소모품비,"390,909",04월Activity/미니포렛타이어20개구매,네이버파이낸셜주식회사,미니포렛,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-20,37,[6300000]소모품비,"56,363",04월Activity/미니포렛타이어공기압주입기1개구매,아리아퍼니처,미니포렛,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-20,11,[6310000]지급수수료,"17,500",특허료/30-1163734(미디어아트우주인캐릭터모형)/5년차(26.05.11~27.05.10),지식재산처(특허청),미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-20,31,[6250001]안전교육훈련비,"216,000",26년관리감독자법정교육(집체)/(B조)미디어아트/신지선,(사)대한산업안전협회충북지회,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-20,35,[1460000]상품,"38,164",04월미디어/판매용애플유지티원재료유자차3개애플티백25개입2개,한국정보통신（주）,미디어아트센터_뮤지엄카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-20,33,[6300000]소모품비,"1,970,000",04월원더풀수영장수질관리약품구매/네오클로60외,(주)한배엔지어링,원더풀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-21,20,[6190000]지급임차료,"120,000",복사기렌탈료외(레저),정우씨엔씨,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-21,10,[6200000]수선비,"38,182",04월양사전기온수기수리대금/온도센서트립교체,귀뚜라미보일러 증평괴산점,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-21,12,[6300000]소모품비,"23,091",04월목장팀/콜덕산책하네스및사료구매,한국정보통신（주）,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-21,13,[6300000]소모품비,"53,636",04월목장팀/리틀팜이전으로안전문구매,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-21,14,[6300000]소모품비,"182,072",04월목장팀/앵무장바닥재허스크칩6개구매,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-21,15,[6300000]소모품비,"722,727",04월목장팀/개사료15kg10개구매,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-21,11,[6300000]소모품비,"52,782",04월미디어/어린이날이벤트쿠폰제작필요물품,한국정보통신（주）,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-21,20,[6190000]지급임차료,"120,000",복사기렌탈료외(레저사업본부),정우씨엔씨,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-21,16,[6300000]소모품비,"200,545",04월얼룩말카페/오리수영장신규설치펜스8개,네이버파이낸셜주식회사,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-22,13,[6420000]판매촉진비,"150,000",04월_5월가정의달맞이패키지상품프로모션및광고/맘스캠프,주식회사옳음,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-23,28,[6120000]여비교통비,"68,503",현장 답사 쥬유비,음성（남이방향）주유,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-23,29,[6120000]여비교통비,"150,000",현장 답사 쥬유비->5/12일 취소예정,음성（남이방향）주유,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-23,15,[6300000]소모품비,"115,454",04월목장팀/리틀팜이전시필요한미끄럼방지테이프외4종,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-23,30,[6300000]소모품비,"18,727",04월리틀팜배변탈취제구입,아리아퍼니처,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-23,24,[6300000]소모품비,"40,000",미디어아트센터 깃발배너,토스페이먼츠(주),미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-23,13,[1460000]상품,"300,636",04월미디어/기프트샵 판매용상품 장난감 쫀득이마시멜로우외13종구매,토스페이먼츠(주),미디어아트센터_기프트샵,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-23,16,[6300000]소모품비,"495,454",04월Activity/사계절썰매장동반썰매튜브15개구매,네이버파이낸셜주식회사,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-23,26,[1460000]상품,"531,000","04월얼룩말카페다과구입/우석대,바임,한국자동차,큐니티코리아",달콤쌉쌀,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-24,27,[6300000]소모품비,"3,000,000","04월디지털지원_리조트2인,5인승카트배터리GV 48163-LCD/*1",아트라스리튬,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-24,29,[6310000]지급수수료,"1,200,000",04월#4가압장오수관로역류로인한천공작업,국민하수구막힘 싱크대막힘 변기막힘 고압세척,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-24,27,[6300000]소모품비,"3,000,000","04월레저_리조트2인,5인승카트배터리GV 48163-LCD/*1",아트라스리튬,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-24,31,[1460000]상품,"30,618",04월Activity/판매용상품뽀로로보리차96개,한국정보통신（주）,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-24,32,[1460000]상품,"465,645",04월Activity/마운틴카트판매용음료뽀로로밀크96라떼48블랙48콜라48포카리80파워에이드80,한국정보통신（주）,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-24,15,[6300000]소모품비,"280,727",04월목장팀/리틀팜사료2개,아리아퍼니처,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-24,28,[6310000]지급수수료,"1,200,000",04월목장오수배관세척대금/오리연못및세척장통합배관맨홀까지,국민하수구막힘 싱크대막힘 변기막힘 고압세척,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-24,17,[6300000]소모품비,"19,000",04월미디어/수유실옆소화기1개구매,네이버파이낸셜주식회사,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-24,26,[6300000]소모품비,"3,400,000",03월얼룩말카페화재주방기물(싱크대외)구입및수리의건[보험청구],원인테리어,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-25,12,[6110000]복리후생비,"25,455",실무 업무 조율 야근 식대,（주）장이네에프앤씨,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-26,1,[6310000]지급수수료,"882,000",04월목장내동물분뇨처리,농업회사법인 더클린(주),목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-27,17,[6420000]판매촉진비,"2,096,000","26년가정의달패키지[청주시]아파트영상광고(2026,04,27-05,26)1개월",인라이프,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-27,22,[6300000]소모품비,"276,000",04월목장팀심장사상충약[넥가드구입4박스],우주동물병원,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-27,19,[1460000]상품,"54,509",04월미디어아트뮤지엄카페판매용팥빙수재료구입/빙수떡외,아리아퍼니처,미디어아트센터_뮤지엄카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-27,20,[1460000]상품,"62,181",04월얼룩말카페판배용상품[워터젤리]구입,네이버파이낸셜주식회사,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-27,21,[1460000]상품,"165,000",04월얼룩말카페다과구입/4/29일충북소방본부,달콤쌉쌀,얼룩말카페,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-28,16,[6300000]소모품비,"3,729,150",04월건초(티모시)및동물사료구매/닭사료및양사료,정인물류,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-28,18,[6300000]소모품비,"41,227",04월목장콜덕수영장청소용품외,네이버파이낸셜주식회사,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-28,19,[6300000]소모품비,"42,545",04월목장콜덕수영장청소용품및앵무새횃대구입,아리아퍼니처,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-28,11,[6310000]지급수수료,"1,000,000","04월미디어아트2번방공간연출및포토존설치중도금20%/(전체￦5,500,000)",날개아트컴퍼니,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-29,23,[6300000]소모품비,"376,855",04월마운틴카트고객대기실선풍기3대구입,한국정보통신（주）,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-29,27,[6300000]소모품비,"125,182",04월목장팀공연용볼팅구명조끼3개구입,한국정보통신（주）,목장/체험,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-29,26,[6300000]소모품비,"191,909",04월미니포렛야간개장준비LED조명샘플구입,토스페이먼츠(주),미니포렛,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-29,14,[6310000]지급수수료,"2,100,000",04월벨포레홀뮤지컬[헨젤과그레텔]공연(26년4월6일~4월26일),날개아트컴퍼니,미디어아트_벨포레홀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-29,29,[6300000]소모품비,"24,818",04월미디어아트서버실pc전원케이블3개구입,아리아퍼니처,미디어아트센터,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-29,16,[6300000]소모품비,"45,000","04월사계절썰매장화살표현수막,출입금지배너",주식회사 피노,사계절썰매장,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,142,[6020000]외주비,"74,909,091",04월위탁매출수수료_놀이동산(뉴스타피아),주식회사뉴스타피아,놀이동산,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,152,[6020000]외주비,"-74,909,091",4월외주업체상계/놀이동산(4월매출비용상계잔액분),주식회사뉴스타피아,놀이동산,,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,"596,543",4월귀속임직원건강보험료회사부담금,건강보험관리공단,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"619,411",4월귀속임직원국민연금회사부담금,국민연금관리공단,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"312,614",4월귀속임직원고용보험회사부담금,고용보험,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"186,947",4월귀속임직원산재보험료,산재보험,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,183,[6030000]급여,"13,552,210",4월귀속직원급여/권순민외2명_디지털지원팀,기타직원(정규직),디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,52,[6420000]판매촉진비,"36,000",26년가정의달패키지[증평코아루아파트게시판광고]1주일,증평코아루휴티스아파트,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,53,[6420000]판매촉진비,"20,000",26년가정의달패키지[증평한라비발디아파트개시판광고]1주일,증평한라비발디아파트입주자대표회의,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,53,[6420000]판매촉진비,"12,000",26년가정의달패키지[증평삼일아파트개시판광고]1주일,삼일아파트,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,101,[6300000]소모품비,"45,454",04월패키지 상품 홍보 배너 ,토스페이먼츠(주),디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,187,[6110007]복리후생비_식대,"180,000",직원식당식대/디지털지원팀,삼성웰스토리(주)벨포레CC,디지털지원팀,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,"292,893",4월귀속임직원건강보험료회사부담금,건강보험관리공단,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"259,321",4월귀속임직원국민연금회사부담금,국민연금관리공단,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"232,064",4월귀속임직원고용보험회사부담금,고용보험,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"121,087",4월귀속임직원산재보험료,산재보험,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,183,[6030000]급여,"5,417,650",4월귀속직원급여/김태정_레저사업본부,기타직원(정규직),레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,153,[6120000]여비교통비,"40,447",현장 점검 주유비,음성（남이방향）주유,레저사업본부,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,1,[6150000]수도광열비,0,상하수도요금/마리나,증평군상하수도사업소,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,"253,143",4월귀속임직원건강보험료회사부담금,건강보험관리공단,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,0,4월귀속일용직건강보험료회사부담금,건강보험관리공단,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"160,381",4월귀속임직원국민연금회사부담금,국민연금관리공단,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,0,4월귀속일용직국민연금회사부담금,국민연금관리공단,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"210,699",4월귀속임직원고용보험회사부담금,고용보험,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속일용직고용보험회사부담금,고용보험,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"103,617",4월귀속임직원산재보험료,산재보험,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,0,4월귀속일용직산재보험료,산재보험,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,167,[6040000]잡급,0,4월귀속일용직노임,증평에듀팜일용노임,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,183,[6030000]급여,"3,333,340",4월귀속직원급여/정송현_마리나,기타직원(정규직),마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,50,[6310000]지급수수료,"30,000",26년마리나영업신고증접수외 ,증평군청,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,122,[6220000]차량유지비,"1,409,135","마리나(5080,제트보트,요트,작업용등유)경유및무연유류대",유진주유소,마리나,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,1,[6150000]수도광열비,0,상하수도요금/루지상부,증평군상하수도사업소,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,1,[6150000]수도광열비,0,상하수도요금/루지매표소,증평군상하수도사업소,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,9,[6190000]지급임차료,"1,000,000",04월숙소임차료(대성베르힐A108-1402)김형도/24회중21회납(선납),유재열,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,"1,835,833",4월귀속임직원건강보험료회사부담금,건강보험관리공단,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6110003]복리후생비_건강보험,0,4월귀속일용직건강보험료회사부담금,건강보험관리공단,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"672,321",4월귀속임직원국민연금회사부담금,국민연금관리공단,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6170000]세금과공과금,"655,500",4월귀속일용직국민연금회사부담금,국민연금관리공단,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"363,619",4월귀속임직원고용보험회사부담금,고용보험,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"25,625",4월귀속일용직고용보험회사부담금,고용보험,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"228,627",4월귀속임직원산재보험료,산재보험,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,170,[6210000]보험료,"20,950",4월귀속일용직산재보험료,산재보험,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,167,[6040000]잡급,"5,600,000",4월귀속일용직노임/김진서외9명,증평에듀팜일용노임,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,183,[6030000]급여,"20,180,640",4월귀속직원급여/김형도외5명_마운틴카트,기타직원(정규직),마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,50,[6110000]복리후생비,"188,200",퇴사자이재현회식및점심교대미직원중식대,,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
2026-04-30,50,[6130000]접대비,"50,000",조교접대_학교커뮤니티공고교수님회사소개,남도예담,마운틴카트,레저사업본부,04,레저,,,,,,,,,,,,
